keys,freq,word1,word2
"""do to""",14,do,to
"""ki new""",14,ki,new
"""hain in""",14,hain,in
"""hun or""",14,hun,or
"""ki nasal""",14,ki,nasal
"""tu pakistan""",14,tu,pakistan
"""hai news""",14,hai,news
"""tum endians""",14,tum,endians
"""ka political""",14,ka,political
"""mind it""",14,mind,it
"""hota he""",14,hota,he
"""yahan to""",14,yahan,to
"""ka pakistan""",14,ka,pakistan
"""hai pakistani""",14,hai,pakistani
"""hai social""",14,hai,social
"""ne block""",14,ne,block
"""jaye to""",14,jaye,to
"""ha but""",14,ha,but
"""ye sab""",14,ye,sab
"""param pujya""",14,param,pujya
"""hy to""",14,hy,to
"""ko army""",14,ko,army
"""ke news""",14,ke,news
"""u know""",14,u,know
"""log pakistan""",14,log,pakistan
"""ki film""",14,ki,film
"""look at""",14,look,at
"""ek bar""",14,ek,bar
"""ek plate""",14,ek,plate
"""mohammad ji""",14,mohammad,ji
"""ka network""",14,ka,network
"""k or""",14,k,or
"""agar ap""",14,agar,ap
"""ka business""",14,ka,business
"""i believe""",14,i,believe
"""ki firing""",14,ki,firing
"""army ke""",14,army,ke
"""hu or""",14,hu,or
"""hai government""",14,hai,government
"""ke sath""",14,ke,sath
"""kashmiri pandits""",14,kashmiri,pandits
"""tweet me""",14,tweet,me
"""balochistan k""",13,balochistan,k
"""se kr""",13,se,kr
"""tipu sultan""",13,tipu,sultan
"""is per""",13,is,per
"""ka credit""",13,ka,credit
"""mar kr""",13,mar,kr
"""desh k""",13,desh,k
"""modi amit""",13,modi,amit
"""ki media""",13,ki,media
"""se related""",13,se,related
"""ek hi""",13,ek,hi
"""kashmir pe""",13,kashmir,pe
"""bhi reject""",13,bhi,reject
"""ka ambassador""",13,ka,ambassador
"""kr skte""",13,kr,skte
"""hai per""",13,hai,per
"""bhai ap""",13,bhai,ap
"""modi to""",13,modi,to
"""ke family""",13,ke,family
"""hisab se""",13,hisab,se
"""patel ji""",13,patel,ji
"""leta h""",13,leta,h
"""army se""",13,army,se
"""tune to""",13,tune,to
"""faryal talpur""",13,faryal,talpur
"""ko reply""",13,ko,reply
"""west indies""",13,west,indies
"""jaise terrorist""",13,jaise,terrorist
"""hai bear""",13,hai,bear
"""ko media""",13,ko,media
"""mera mobile""",13,mera,mobile
"""mere parents""",13,mere,parents
"""to sub""",13,to,sub
"""bhi indian""",13,bhi,indian
"""gandhi or""",13,gandhi,or
"""se indian""",13,se,indian
"""k to""",13,k,to
"""kashmir m""",13,kashmir,m
"""ka help""",13,ka,help
"""ki pakistan""",13,ki,pakistan
"""aaj congress""",13,aaj,congress
"""garden garden""",13,garden,garden
"""kr or""",13,kr,or
"""agar congress""",13,agar,congress
"""paida kr""",13,paida,kr
"""bare m""",13,bare,m
"""hai be""",13,hai,be
"""ap sb""",13,ap,sb
"""pe b""",13,pe,b
"""pe time""",13,pe,time
"""nahi h""",13,nahi,h
"""roti or""",13,roti,or
"""he use""",13,he,use
"""se kam""",13,se,kam
"""hain please""",13,hain,please
"""to time""",13,to,time
"""apni army""",13,apni,army
"""hai that""",13,hai,that
"""time waste""",13,time,waste
"""ki videos""",13,ki,videos
"""karta h""",13,karta,h
"""ka budget""",13,ka,budget
"""hum b""",13,hum,b
"""ab indian""",13,ab,indian
"""or modi""",13,or,modi
"""ata to""",13,ata,to
"""koi chez""",13,koi,chez
"""beth k""",13,beth,k
"""bhi article""",13,bhi,article
"""bhai last""",13,bhai,last
"""dain gy""",13,dain,gy
"""ki trf""",13,ki,trf
"""logo ka""",13,logo,ka
"""hai on""",13,hai,on
"""wo congress""",13,wo,congress
"""k me""",13,k,me
"""ap se""",13,ap,se
"""modi is""",13,modi,is
"""kashmir py""",13,kashmir,py
"""ki shooting""",13,ki,shooting
"""unnao rape""",13,unnao,rape
"""khan is""",13,khan,is
"""kiya hy""",13,kiya,hy
"""hai yr""",13,hai,yr
"""reply me""",13,reply,me
"""rahy thy""",13,rahy,thy
"""hafiz saeed""",13,hafiz,saeed
"""ji ki""",13,ji,ki
"""hai tweeter""",13,hai,tweeter
"""hai railway""",13,hai,railway
"""life line""",13,life,line
"""kr skti""",13,kr,skti
"""please is""",13,please,is
"""hai as""",13,hai,as
"""pm ne""",13,pm,ne
"""koi or""",13,koi,or
"""aaj ka""",13,aaj,ka
"""hai after""",13,hai,after
"""kuch to""",13,kuch,to
"""tabhi to""",13,tabhi,to
"""kuch new""",13,kuch,new
"""is the""",13,is,the
"""dhyan do""",13,dhyan,do
"""tu ny""",13,tu,ny
"""k tweets""",13,k,tweets
"""gaya he""",13,gaya,he
"""hu is""",13,hu,is
"""so please""",13,so,please
"""bhai thanks""",13,bhai,thanks
"""ka koi""",13,ka,koi
"""sakht curfew""",13,sakht,curfew
"""hain sex""",13,hain,sex
"""bhai and""",13,bhai,and
"""police officer""",13,police,officer
"""jude or""",13,jude,or
"""band kro""",12,band,kro
"""k lia""",12,k,lia
"""ko apny""",12,ko,apny
"""bahut sare""",12,bahut,sare
"""me a""",12,me,a
"""kha k""",12,kha,k
"""rhy thy""",12,rhy,thy
"""birthday wish""",12,birthday,wish
"""se achi""",12,se,achi
"""hi tweet""",12,hi,tweet
"""ne ye""",12,ne,ye
"""di jati""",12,di,jati
"""h ap""",12,h,ap
"""police station""",12,police,station
"""hi block""",12,hi,block
"""ye social""",12,ye,social
"""gaya or""",12,gaya,or
"""rhe he""",12,rhe,he
"""agar pakistan""",12,agar,pakistan
"""hai education""",12,hai,education
"""pas to""",12,pas,to
"""logo ny""",12,logo,ny
"""koi president""",12,koi,president
"""hai nothing""",12,hai,nothing
"""koi self""",12,koi,self
"""gand mar""",12,gand,mar
"""no more""",12,no,more
"""ke area""",12,ke,area
"""aur government""",12,aur,government
"""se twitter""",12,se,twitter
"""made in""",12,made,in
"""hai ky""",12,hai,ky
"""hi help""",12,hi,help
"""rhe to""",12,rhe,to
"""ka pm""",12,ka,pm
"""baki h""",12,baki,h
"""har country""",12,har,country
"""ka video""",12,ka,video
"""say he""",12,say,he
"""ke liye""",12,ke,liye
"""ka channel""",12,ka,channel
"""ka leader""",12,ka,leader
"""ke account""",12,ke,account
"""t pm""",12,t,pm
"""ya congress""",12,ya,congress
"""se pakistani""",12,se,pakistani
"""life is""",12,life,is
"""saal se""",12,saal,se
"""ko ap""",12,ko,ap
"""ko troll""",12,ko,troll
"""ko court""",12,ko,court
"""k ly""",12,k,ly
"""kr ly""",12,kr,ly
"""k issue""",12,k,issue
"""h in""",12,h,in
"""ye award""",12,ye,award
"""time a""",12,time,a
"""krte the""",12,krte,the
"""full form""",12,full,form
"""jis k""",12,jis,k
"""ache se""",12,ache,se
"""me se""",12,me,se
"""bhi reply""",12,bhi,reply
"""ko boycott""",12,ko,boycott
"""de di""",12,de,di
"""gaya is""",12,gaya,is
"""ki moat""",12,ki,moat
"""na or""",12,na,or
"""ranjit singh""",12,ranjit,singh
"""bhu mafia""",12,bhu,mafia
"""ki personal""",12,ki,personal
"""bhi release""",12,bhi,release
"""home minister""",12,home,minister
"""ho terrorist""",12,ho,terrorist
"""m to""",12,m,to
"""bomb blast""",12,bomb,blast
"""chor k""",12,chor,k
"""is par""",12,is,par
"""the ab""",12,the,ab
"""aur topic""",12,aur,topic
"""party me""",12,party,me
"""unki family""",12,unki,family
"""aise hi""",12,aise,hi
"""ko tag""",12,ko,tag
"""ki tou""",12,ki,tou
"""gang rape""",12,gang,rape
"""kuch normal""",12,kuch,normal
"""k muslim""",12,k,muslim
"""ka proof""",12,ka,proof
"""ek v""",12,ek,v
"""imran khan""",12,imran,khan
"""ka plan""",12,ka,plan
"""k is""",12,k,is
"""ye link""",12,ye,link
"""in the""",12,in,the
"""you guys""",12,you,guys
"""have a""",12,have,a
"""ki statement""",12,ki,statement
"""ji to""",12,ji,to
"""ki profile""",12,ki,profile
"""he sale""",12,he,sale
"""aaj k""",12,aaj,k
"""se news""",12,se,news
"""aur hospital""",12,aur,hospital
"""kiya tha""",12,kiya,tha
"""har din""",12,har,din
"""ho gya""",12,ho,gya
"""kisi ny""",12,kisi,ny
"""ek pic""",12,ek,pic
"""urdu speaking""",12,urdu,speaking
"""do something""",12,do,something
"""di or""",12,di,or
"""us say""",12,us,say
"""he k""",12,he,k
"""us sy""",12,us,sy
"""jo news""",12,jo,news
"""ha phr""",12,ha,phr
"""u need""",12,u,need
"""i want""",12,i,want
"""pura statement""",12,pura,statement
"""indian movies""",12,indian,movies
"""koi muslim""",12,koi,muslim
"""ek movie""",12,ek,movie
"""hn or""",12,hn,or
"""hai like""",12,hai,like
"""we know""",12,we,know
"""ap sy""",12,ap,sy
"""ab us""",12,ab,us
"""kuch or""",12,kuch,or
"""hoti or""",12,hoti,or
"""but wo""",12,but,wo
"""to me""",12,to,me
"""ka kia""",12,ka,kia
"""pic to""",12,pic,to
"""han or""",12,han,or
"""hai new""",12,hai,new
"""bhai tu""",12,bhai,tu
"""aur in""",12,aur,in
"""ki gov""",12,ki,gov
"""to achi""",12,to,achi
"""mile to""",12,mile,to
"""log indian""",12,log,indian
"""or k""",12,or,k
"""hai bbc""",12,hai,bbc
"""bhi political""",12,bhi,political
"""ka full""",12,ka,full
"""ki last""",12,ki,last
"""kashmir will""",12,kashmir,will
"""but i""",12,but,i
"""bhai anees""",12,bhai,anees
"""anees ibrahim""",12,anees,ibrahim
"""and he""",12,and,he
"""ho kr""",12,ho,kr
"""uri the""",12,uri,the
"""d ka""",12,d,ka
"""kukhyat charles""",12,kukhyat,charles
"""lary thy""",12,lary,thy
"""har sheikh""",12,har,sheikh
"""ke he""",11,ke,he
"""hind happy""",11,hind,happy
"""ko world""",11,ko,world
"""ne is""",11,ne,is
"""border pe""",11,border,pe
"""ke indian""",11,ke,indian
"""kr to""",11,kr,to
"""tumhare terrorist""",11,tumhare,terrorist
"""woh players""",11,woh,players
"""sirf terrorist""",11,sirf,terrorist
"""hai black""",11,hai,black
"""ho b""",11,ho,b
"""ka operation""",11,ka,operation
"""k rape""",11,k,rape
"""hai help""",11,hai,help
"""ke pilot""",11,ke,pilot
"""ka husband""",11,ka,husband
"""kashmir main""",11,kashmir,main
"""mere tweets""",11,mere,tweets
"""meri crush""",11,meri,crush
"""kashmir pakistan""",11,kashmir,pakistan
"""tu b""",11,tu,b
"""kuch positive""",11,kuch,positive
"""you will""",11,you,will
"""ki parliament""",11,ki,parliament
"""dia to""",11,dia,to
"""kashmir ky""",11,kashmir,ky
"""agar in""",11,agar,in
"""ko expose""",11,ko,expose
"""gyan de""",11,gyan,de
"""kashmir frosh""",11,kashmir,frosh
"""ek indian""",11,ek,indian
"""ka development""",11,ka,development
"""hai they""",11,hai,they
"""na koi""",11,na,koi
"""karte the""",11,karte,the
"""thi us""",11,thi,us
"""ki speeches""",11,ki,speeches
"""hain ki""",11,hain,ki
"""ji congress""",11,ji,congress
"""k arrest""",11,k,arrest
"""pti k""",11,pti,k
"""to media""",11,to,media
"""alag he""",11,alag,he
"""free me""",11,free,me
"""agla number""",11,agla,number
"""ap ko""",11,ap,ko
"""koi logical""",11,koi,logical
"""koi case""",11,koi,case
"""gand main""",11,gand,main
"""se us""",11,se,us
"""ke agent""",11,ke,agent
"""ka propaganda""",11,ka,propaganda
"""ye bbc""",11,ye,bbc
"""hai freedom""",11,hai,freedom
"""wo sb""",11,wo,sb
"""video viral""",11,video,viral
"""se log""",11,se,log
"""charan sparsh""",11,charan,sparsh
"""na ki""",11,na,ki
"""me time""",11,me,time
"""koi terrorist""",11,koi,terrorist
"""bhi trend""",11,bhi,trend
"""baat congress""",11,baat,congress
"""se filfor""",11,se,filfor
"""or mere""",11,or,mere
"""j and""",11,j,and
"""to balochistan""",11,to,balochistan
"""at pm""",11,at,pm
"""ho bc""",11,ho,bc
"""sub k""",11,sub,k
"""ke last""",11,ke,last
"""hari singh""",11,hari,singh
"""aur economy""",11,aur,economy
"""ki public""",11,ki,public
"""hai hospital""",11,hai,hospital
"""se trade""",11,se,trade
"""ko full""",11,ko,full
"""ho pakistan""",11,ho,pakistan
"""kay pass""",11,kay,pass
"""hy k""",11,hy,k
"""fir congress""",11,fir,congress
"""khas tor""",11,khas,tor
"""h pakistani""",11,h,pakistani
"""kr lo""",11,kr,lo
"""hai parliament""",11,hai,parliament
"""to to""",11,to,to
"""ma to""",11,ma,to
"""ho jo""",11,ho,jo
"""se gand""",11,se,gand
"""hoga and""",11,hoga,and
"""mere case""",11,mere,case
"""ho ya""",11,ho,ya
"""wha k""",11,wha,k
"""hi army""",11,hi,army
"""hy is""",11,hy,is
"""to do""",11,to,do
"""h ki""",11,h,ki
"""hotay to""",11,hotay,to
"""pak is""",11,pak,is
"""hai trump""",11,hai,trump
"""deta hy""",11,deta,hy
"""dusre state""",11,dusre,state
"""you so""",11,you,so
"""un sy""",11,un,sy
"""se famous""",11,se,famous
"""hota is""",11,hota,is
"""hai good""",11,hai,good
"""wese he""",11,wese,he
"""ki post""",11,ki,post
"""to congress""",11,to,congress
"""thi is""",11,thi,is
"""yeh to""",11,yeh,to
"""alag country""",11,alag,country
"""ki vacancy""",11,ki,vacancy
"""v to""",11,v,to
"""hai reality""",11,hai,reality
"""aur school""",11,aur,school
"""ka support""",11,ka,support
"""are you""",11,are,you
"""un per""",11,un,per
"""k indian""",11,k,indian
"""please take""",11,please,take
"""bhi government""",11,bhi,government
"""hai family""",11,hai,family
"""modi ka""",11,modi,ka
"""do it""",11,do,it
"""is se""",11,is,se
"""kun k""",11,kun,k
"""aur family""",11,aur,family
"""police ne""",11,police,ne
"""time pass""",11,time,pass
"""ka target""",11,ka,target
"""mere family""",11,mere,family
"""ab new""",11,ab,new
"""hi de""",11,hi,de
"""india india""",11,india,india
"""koi positive""",11,koi,positive
"""pm modi""",11,pm,modi
"""ab tw""",11,ab,tw
"""h shame""",11,h,shame
"""aap k""",11,aap,k
"""india mai""",11,india,mai
"""say to""",11,say,to
"""ek video""",11,ek,video
"""khan market""",11,khan,market
"""kashmir par""",11,kashmir,par
"""se v""",11,se,v
"""ko kon""",11,ko,kon
"""me muslim""",11,me,muslim
"""agar hindu""",11,agar,hindu
"""hai otherwise""",11,hai,otherwise
"""hamari govt""",11,hamari,govt
"""diya or""",11,diya,or
"""hi he""",11,hi,he
"""pakistani channel""",11,pakistani,channel
"""pata he""",11,pata,he
"""hindu the""",11,hindu,the
"""sir me""",11,sir,me
"""ke karan""",11,ke,karan
"""ko national""",11,ko,national
"""hum or""",11,hum,or
"""ha bs""",11,ha,bs
"""take care""",11,take,care
"""we love""",11,we,love
"""but no""",11,but,no
"""nai hy""",11,nai,hy
"""hai kon""",11,hai,kon
"""aaj to""",11,aaj,to
"""ki smell""",11,ki,smell
"""hai es""",11,hai,es
"""he said""",11,he,said
"""do k""",11,do,k
"""madam ap""",11,madam,ap
"""hai 1week""",11,hai,1week
"""ko team""",11,ko,team
"""hui hy""",11,hui,hy
"""hamari army""",11,hamari,army
"""ata hy""",11,ata,hy
"""bhai twitter""",11,bhai,twitter
"""har bar""",11,har,bar
"""ka fake""",11,ka,fake
"""tha endians""",11,tha,endians
"""sir we""",11,sir,we
"""we have""",11,we,have
"""so i""",11,so,i
"""h please""",11,h,please
"""rabbal alamin""",11,rabbal,alamin
"""gurmeet ram""",11,gurmeet,ram
"""ka pura""",10,ka,pura
"""pe tweet""",10,pe,tweet
"""ko koi""",10,ko,koi
"""kyun k""",10,kyun,k
"""ab ap""",10,ab,ap
"""hindustan or""",10,hindustan,or
"""se support""",10,se,support
"""tu is""",10,tu,is
"""ho twitter""",10,ho,twitter
"""to gand""",10,to,gand
"""aur america""",10,aur,america
"""sikh regiment""",10,sikh,regiment
"""rahy hen""",10,rahy,hen
"""ye show""",10,ye,show
"""le to""",10,le,to
"""aya he""",10,aya,he
"""jaun elia""",10,jaun,elia
"""ka poora""",10,ka,poora
"""logo per""",10,logo,per
"""ne video""",10,ne,video
"""h be""",10,h,be
"""par or""",10,par,or
"""china ne""",10,china,ne
"""ni skta""",10,ni,skta
"""h bs""",10,h,bs
"""ka response""",10,ka,response
"""maryam safdar""",10,maryam,safdar
"""english me""",10,english,me
"""ne army""",10,ne,army
"""bhai to""",10,bhai,to
"""ha pakistan""",10,ha,pakistan
"""pakistan parast""",10,pakistan,parast
"""agr wo""",10,agr,wo
"""ka talent""",10,ka,talent
"""heart attack""",10,heart,attack
"""ke laude""",10,ke,laude
"""puri family""",10,puri,family
"""hai israel""",10,hai,israel
"""ki stories""",10,ki,stories
"""koi development""",10,koi,development
"""bhi h""",10,bhi,h
"""ghar k""",10,ghar,k
"""ek soldier""",10,ek,soldier
"""chuka hy""",10,chuka,hy
"""to free""",10,to,free
"""hue the""",10,hue,the
"""ja skti""",10,ja,skti
"""ka president""",10,ka,president
"""me ne""",10,me,ne
"""kai bar""",10,kai,bar
"""quran or""",10,quran,or
"""ye propaganda""",10,ye,propaganda
"""is my""",10,is,my
"""se contact""",10,se,contact
"""sorry to""",10,sorry,to
"""koi statement""",10,koi,statement
"""twitter pe""",10,twitter,pe
"""to party""",10,to,party
"""ek pilot""",10,ek,pilot
"""jo train""",10,jo,train
"""kashmir ki""",10,kashmir,ki
"""apne religion""",10,apne,religion
"""bhi prime""",10,bhi,prime
"""ke sth""",10,ke,sth
"""bjp supporter""",10,bjp,supporter
"""me but""",10,me,but
"""se agree""",10,se,agree
"""so called""",10,so,called
"""ki leadership""",10,ki,leadership
"""h police""",10,h,police
"""hai so""",10,hai,so
"""bat hy""",10,bat,hy
"""par twitter""",10,par,twitter
"""gya to""",10,gya,to
"""me in""",10,me,in
"""to tum""",10,to,tum
"""ke it""",10,ke,it
"""to pm""",10,to,pm
"""kar de""",10,kar,de
"""ko m""",10,ko,m
"""to un""",10,to,un
"""kar skty""",10,kar,skty
"""make up""",10,make,up
"""to b""",10,to,b
"""amit shah""",10,amit,shah
"""karachi k""",10,karachi,k
"""up me""",10,up,me
"""lenge or""",10,lenge,or
"""watan k""",10,watan,k
"""hi rahy""",10,hi,rahy
"""apne festival""",10,apne,festival
"""very good""",10,very,good
"""ki muslim""",10,ki,muslim
"""k leader""",10,k,leader
"""maray ga""",10,maray,ga
"""ko open""",10,ko,open
"""bhi president""",10,bhi,president
"""h k""",10,h,k
"""what is""",10,what,is
"""h pr""",10,h,pr
"""indian muslim""",10,indian,muslim
"""ke price""",10,ke,price
"""ka prime""",10,ka,prime
"""ha sub""",10,ha,sub
"""thay or""",10,thay,or
"""ka prayas""",10,ka,prayas
"""jab army""",10,jab,army
"""k sath""",10,k,sath
"""ki reporting""",10,ki,reporting
"""hi terrorist""",10,hi,terrorist
"""hate this""",10,hate,this
"""kar twitter""",10,kar,twitter
"""bhi form""",10,bhi,form
"""hai population""",10,hai,population
"""me and""",10,me,and
"""ne use""",10,ne,use
"""me army""",10,me,army
"""ko parliament""",10,ko,parliament
"""hon k""",10,hon,k
"""ki the""",10,ki,the
"""h imran""",10,h,imran
"""jo government""",10,jo,government
"""kar or""",10,kar,or
"""kaha the""",10,kaha,the
"""apni identity""",10,apni,identity
"""hai tweet""",10,hai,tweet
"""ye lines""",10,ye,lines
"""just like""",10,just,like
"""bhosri k""",10,bhosri,k
"""kam or""",10,kam,or
"""dear sir""",10,dear,sir
"""ke gutter""",10,ke,gutter
"""like ya""",10,like,ya
"""hai suicide""",10,hai,suicide
"""hai stop""",10,hai,stop
"""puri congress""",10,puri,congress
"""tha in""",10,tha,in
"""kha h""",10,kha,h
"""bhi single""",10,bhi,single
"""pakistan sy""",10,pakistan,sy
"""hy in""",10,hy,in
"""is photo""",10,is,photo
"""jo border""",10,jo,border
"""rha he""",10,rha,he
"""ko black""",10,ko,black
"""ek new""",10,ek,new
"""se es""",10,se,es
"""ho rahy""",10,ho,rahy
"""hi show""",10,hi,show
"""supreme court""",10,supreme,court
"""to phle""",10,to,phle
"""but us""",10,but,us
"""bar phr""",10,bar,phr
"""east pakistan""",10,east,pakistan
"""tak koi""",10,tak,koi
"""apne twitter""",10,apne,twitter
"""ya is""",10,ya,is
"""tum ny""",10,tum,ny
"""ab army""",10,ab,army
"""gandhi ko""",10,gandhi,ko
"""or wo""",10,or,wo
"""country ki""",10,country,ki
"""ko challenge""",10,ko,challenge
"""dharm k""",10,dharm,k
"""ke hospital""",10,ke,hospital
"""liye v""",10,liye,v
"""jain gy""",10,jain,gy
"""you and""",10,you,and
"""aur muslims""",10,aur,muslims
"""aur bbc""",10,aur,bbc
"""u can""",10,u,can
"""kashmir and""",10,kashmir,and
"""dalal media""",10,dalal,media
"""nhi or""",10,nhi,or
"""hai president""",10,hai,president
"""jaen gy""",10,jaen,gy
"""china se""",10,china,se
"""hone ka""",10,hone,ka
"""ye word""",10,ye,word
"""phle he""",10,phle,he
"""ho govt""",10,ho,govt
"""waha to""",10,waha,to
"""apna opinion""",10,apna,opinion
"""hy ap""",10,hy,ap
"""who is""",10,who,is
"""b kr""",10,b,kr
"""app se""",10,app,se
"""the ki""",10,the,ki
"""sir m""",10,sir,m
"""bar to""",10,bar,to
"""ji ka""",10,ji,ka
"""nahi last""",10,nahi,last
"""ki agent""",10,ki,agent
"""tha tiger""",10,tha,tiger
